CUSTOMER_ID,WEEK_START,AGGREGATE_AMOUNT,P_SUSPICIOUS,AGGRAVATING,MITIGATING,RAW,MODEL_NAME,RAN_AT
CU-100150,2026-04-20,801365.80,0.68,Government Employee occupation receiving cash volumes equal to 43% of monthly declared income (INR 801k in one week vs INR 1.86M monthly salary) - government employment is not a cash-generating business and this volume is fundamentally inconsistent with the declared income source,"Perfect consistency over 26 weeks (100% of weeks show activity, low volatility of 0.16) with funds largely retained in account (only 31% transferred out) - classic profile of genuine ongoing business operations where cash is kept to meet working capital needs rather than layered immediately","{
  ""aggravating"": ""Government Employee occupation receiving cash volumes equal to 43% of monthly declared income (INR 801k in one week vs INR 1.86M monthly salary) - government employment is not a cash-generating business and this volume is fundamentally inconsistent with the declared income source"",
  ""mitigating"": ""Perfect consistency over 26 weeks (100% of weeks show activity, low volatility of 0.16) with funds largely retained in account (only 31% transferred out) - classic profile of genuine ongoing business operations where cash is kept to meet working capital needs rather than layered immediately"",
  ""probability_suspicious"": 0.68
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100150,2026-04-27,875469.29,0.68,"Government Employee occupation receiving INR 875,469 in weekly cash (47% of declared monthly income) is fundamentally inconsistent with the employment profile—government salaries are paid electronically and the role generates no legitimate cash revenue stream.","Perfect consistency over 26 weeks (100% of weeks active, low 0.16 volatility) with most funds retained in account (only 32% transferred out) demonstrates the steady, predictable pattern of genuine ongoing business activity rather than the burst-and-drain behavior typical of structuring.","{
  ""aggravating"": ""Government Employee occupation receiving INR 875,469 in weekly cash (47% of declared monthly income) is fundamentally inconsistent with the employment profile—government salaries are paid electronically and the role generates no legitimate cash revenue stream."",
  ""mitigating"": ""Perfect consistency over 26 weeks (100% of weeks active, low 0.16 volatility) with most funds retained in account (only 32% transferred out) demonstrates the steady, predictable pattern of genuine ongoing business activity rather than the burst-and-drain behavior typical of structuring."",
  ""probability_suspicious"": 0.68
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100150,2026-05-04,954028.07,0.72,"Government Employee occupation receiving cash equal to half their monthly declared income every week. Government employees have fixed salaries paid electronically and no legitimate reason for sustained, high-volume cash deposits. This has continued for 26 consecutive weeks with perfect consistency, suggesting systematic structuring rather than occasional supplementary income.","Extremely stable weekly pattern over 26 weeks (volatility 0.15) with 100% weekly participation indicates genuine ongoing business activity, not burst-based structuring. Funds are largely retained (only 31% transferred out), consistent with working capital for a real trade. The cash volumes, while high relative to declared income, show natural variation in deposit amounts rather than mechanical just-under-threshold structuring.","{
  ""aggravating"": ""Government Employee occupation receiving cash equal to half their monthly declared income every week. Government employees have fixed salaries paid electronically and no legitimate reason for sustained, high-volume cash deposits. This has continued for 26 consecutive weeks with perfect consistency, suggesting systematic structuring rather than occasional supplementary income."",
  ""mitigating"": ""Extremely stable weekly pattern over 26 weeks (volatility 0.15) with 100% weekly participation indicates genuine ongoing business activity, not burst-based structuring. Funds are largely retained (only 31% transferred out), consistent with working capital for a real trade. The cash volumes, while high relative to declared income, show natural variation in deposit amounts rather than mechanical just-under-threshold structuring."",
  ""probability_suspicious"": 0.72
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100150,2026-05-25,884399.80,0.62,"Declared occupation is Government Employee—not a cash-intensive trade—yet this single week's cash (INR 884,400) equals nearly half the declared monthly income (INR 1.86M). Government salaries are paid electronically in India, making this volume of cash handling fundamentally inconsistent with the stated income source.","Cash activity has appeared consistently for 26 consecutive weeks (96.2% of weeks active) with low volatility (0.16), showing a stable, repetitive pattern typical of ongoing business operations rather than bursts of structuring. Funds are largely retained (only 30% transferred out), consistent with working capital for a legitimate trade, and the customer uses a single branch, suggesting an established local business relationship.","{
  ""aggravating"": ""Declared occupation is Government Employee—not a cash-intensive trade—yet this single week's cash (INR 884,400) equals nearly half the declared monthly income (INR 1.86M). Government salaries are paid electronically in India, making this volume of cash handling fundamentally inconsistent with the stated income source."",
  ""mitigating"": ""Cash activity has appeared consistently for 26 consecutive weeks (96.2% of weeks active) with low volatility (0.16), showing a stable, repetitive pattern typical of ongoing business operations rather than bursts of structuring. Funds are largely retained (only 30% transferred out), consistent with working capital for a legitimate trade, and the customer uses a single branch, suggesting an established local business relationship."",
  ""probability_suspicious"": 0.62
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100150,2026-06-08,944584.38,0.62,"Government Employee occupation receiving cash equal to half their monthly declared income in a single week. Government employees typically receive salary via bank transfer and have no legitimate source of large-scale cash receipts. This occupational mismatch is the clearest red flag—the customer has no plausible business reason to be handling INR 944,584 in cash.","Highly consistent pattern over 26 weeks with 96.2% of weeks showing activity and low volatility (0.15), indicating established, regular behavior rather than sudden bursts. Most deposited funds (71%) remain in the account rather than being immediately transferred out, suggesting genuine operational use of funds rather than rapid layering. The steady, predictable pattern resembles legitimate ongoing business activity, even if the occupation declaration appears inconsistent.","{
  ""aggravating"": ""Government Employee occupation receiving cash equal to half their monthly declared income in a single week. Government employees typically receive salary via bank transfer and have no legitimate source of large-scale cash receipts. This occupational mismatch is the clearest red flag—the customer has no plausible business reason to be handling INR 944,584 in cash."",
  ""mitigating"": ""Highly consistent pattern over 26 weeks with 96.2% of weeks showing activity and low volatility (0.15), indicating established, regular behavior rather than sudden bursts. Most deposited funds (71%) remain in the account rather than being immediately transferred out, suggesting genuine operational use of funds rather than rapid layering. The steady, predictable pattern resembles legitimate ongoing business activity, even if the occupation declaration appears inconsistent."",
  ""probability_suspicious"": 0.62
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100150,2026-06-22,836581.70,0.55,Government Employee occupation receiving cash volumes equal to 45% of monthly declared income (INR 836K in one week vs INR 1.86M monthly salary) - government employment is not a cash-intensive occupation and this level of cash is grossly disproportionate to the declared income source.,"Highly consistent pattern over 26 weeks with 96.2% of weeks showing activity, very low volatility (0.15), and funds largely retained in account (only 28% transferred out) - this demonstrates the steady, predictable rhythm of legitimate ongoing business rather than the burst-and-exit pattern typical of structuring.","{
  ""aggravating"": ""Government Employee occupation receiving cash volumes equal to 45% of monthly declared income (INR 836K in one week vs INR 1.86M monthly salary) - government employment is not a cash-intensive occupation and this level of cash is grossly disproportionate to the declared income source."",
  ""mitigating"": ""Highly consistent pattern over 26 weeks with 96.2% of weeks showing activity, very low volatility (0.15), and funds largely retained in account (only 28% transferred out) - this demonstrates the steady, predictable rhythm of legitimate ongoing business rather than the burst-and-exit pattern typical of structuring."",
  ""probability_suspicious"": 0.55
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100150,2026-06-29,916222.55,0.62,"Declared occupation is Government Employee—not a cash-intensive trade—yet this single week of cash deposits equals nearly half the declared monthly income (0.49×), creating a severe proportionality mismatch that cannot be explained by salary or typical government work.","Cash activity has appeared consistently for 26 weeks straight (96.2% of weeks active) with low volatility (0.15), demonstrating a stable, ongoing pattern rather than the burst-and-disappear behavior typical of structuring. Funds are largely retained (only 28% transferred out), consistent with operating a real business that needs working capital.","{
  ""aggravating"": ""Declared occupation is Government Employee—not a cash-intensive trade—yet this single week of cash deposits equals nearly half the declared monthly income (0.49×), creating a severe proportionality mismatch that cannot be explained by salary or typical government work."",
  ""mitigating"": ""Cash activity has appeared consistently for 26 weeks straight (96.2% of weeks active) with low volatility (0.15), demonstrating a stable, ongoing pattern rather than the burst-and-disappear behavior typical of structuring. Funds are largely retained (only 28% transferred out), consistent with operating a real business that needs working capital."",
  ""probability_suspicious"": 0.62
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100150,2026-07-27,973024.30,0.55,"Government Employee occupation receiving cash volumes equal to half their monthly declared income in a single week. Government employees typically receive salary via bank transfer and have no legitimate reason for sustained, high-volume cash deposits across 26 consecutive weeks (96.2% activity rate). This is a fundamental mismatch between occupation and cash behavior.","Highly consistent weekly pattern over 26 weeks (volatility 0.14 is very low) with steady presence (96.2% of weeks active), funds are largely retained in the account (only 27% transferred out), and no structuring behavior around round-number thresholds. This looks like genuine recurring business activity—possibly an undeclared side business or family trade operated through this account—rather than layering or quick-flip structuring typical of laundering.","{
  ""aggravating"": ""Government Employee occupation receiving cash volumes equal to half their monthly declared income in a single week. Government employees typically receive salary via bank transfer and have no legitimate reason for sustained, high-volume cash deposits across 26 consecutive weeks (96.2% activity rate). This is a fundamental mismatch between occupation and cash behavior."",
  ""mitigating"": ""Highly consistent weekly pattern over 26 weeks (volatility 0.14 is very low) with steady presence (96.2% of weeks active), funds are largely retained in the account (only 27% transferred out), and no structuring behavior around round-number thresholds. This looks like genuine recurring business activity—possibly an undeclared side business or family trade operated through this account—rather than layering or quick-flip structuring typical of laundering."",
  ""probability_suspicious"": 0.55
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100150,2026-08-03,946090.55,0.42,Government Employee occupation receiving cash equal to half their monthly declared income in a single week. Government employees typically receive salary via bank transfer and have no legitimate reason for high-volume cash handling. The occupation-income mismatch is the clearest red flag for undeclared income or layering.,"Highly consistent pattern over 26 weeks with very low volatility (0.14) and cash activity present in 96.2% of weeks. This is the signature of genuine recurring business, not burst-pattern structuring. Most cash (72%) is retained in the account rather than immediately transferred out, suggesting working capital for a real enterprise rather than quick layering.","{
  ""aggravating"": ""Government Employee occupation receiving cash equal to half their monthly declared income in a single week. Government employees typically receive salary via bank transfer and have no legitimate reason for high-volume cash handling. The occupation-income mismatch is the clearest red flag for undeclared income or layering."",
  ""mitigating"": ""Highly consistent pattern over 26 weeks with very low volatility (0.14) and cash activity present in 96.2% of weeks. This is the signature of genuine recurring business, not burst-pattern structuring. Most cash (72%) is retained in the account rather than immediately transferred out, suggesting working capital for a real enterprise rather than quick layering."",
  ""probability_suspicious"": 0.42
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100154,2025-09-01,864501.25,0.52,"The cash volume is 34.58 times declared monthly income—an extreme mismatch that cannot be explained by normal business fluctuation. Even for a cash-intensive trade like transport operations, receiving nearly three years' worth of declared annual income in a single week suggests either systematic income under-declaration or that the account is being used as a conduit for third-party funds.","The customer is a Transport Operator, a genuinely cash-intensive business where large irregular receipts are common (freight payments, advance bookings, seasonal demand). The activity has been present for 26 weeks with moderate volatility (0.22), showing an established pattern rather than sudden bursts. Most funds (62%) are retained in the account rather than immediately swept out, consistent with working capital needs for fuel, maintenance, and driver wages. The sporadic weekly pattern (42.3% of weeks active) fits transport operations where payment cycles are lumpy rather than uniform.","{
  ""aggravating"": ""The cash volume is 34.58 times declared monthly income—an extreme mismatch that cannot be explained by normal business fluctuation. Even for a cash-intensive trade like transport operations, receiving nearly three years' worth of declared annual income in a single week suggests either systematic income under-declaration or that the account is being used as a conduit for third-party funds."",
  ""mitigating"": ""The customer is a Transport Operator, a genuinely cash-intensive business where large irregular receipts are common (freight payments, advance bookings, seasonal demand). The activity has been present for 26 weeks with moderate volatility (0.22), showing an established pattern rather than sudden bursts. Most funds (62%) are retained in the account rather than immediately swept out, consistent with working capital needs for fuel, maintenance, and driver wages. The sporadic weekly pattern (42.3% of weeks active) fits transport operations where payment cycles are lumpy rather than uniform."",
  ""probability_suspicious"": 0.52
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100154,2025-09-08,973432.13,0.48,"The cash volume is 38.94 times declared monthly income—even for a cash-intensive transport business, this extreme disproportion suggests either systematic under-declaration or that the account is being used to layer unrelated funds. This magnitude of mismatch is the clearest red flag.","The customer is a Transport Operator in a genuinely cash-intensive sector, cash activity has been present consistently over 26 weeks (42.3% of weeks), the volatility is moderate (0.21), and most funds remain in the account (only 39% transferred out). This profile matches legitimate business with seasonal or contract-based revenue rather than rapid layering typical of structuring.","{
  ""aggravating"": ""The cash volume is 38.94 times declared monthly income—even for a cash-intensive transport business, this extreme disproportion suggests either systematic under-declaration or that the account is being used to layer unrelated funds. This magnitude of mismatch is the clearest red flag."",
  ""mitigating"": ""The customer is a Transport Operator in a genuinely cash-intensive sector, cash activity has been present consistently over 26 weeks (42.3% of weeks), the volatility is moderate (0.21), and most funds remain in the account (only 39% transferred out). This profile matches legitimate business with seasonal or contract-based revenue rather than rapid layering typical of structuring."",
  ""probability_suspicious"": 0.48
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100154,2025-09-15,928962.29,0.48,"The cash volume is 37 times declared monthly income—extreme even for a cash business—yet only 42% of weeks show any activity at all, creating a burst pattern inconsistent with continuous transport operations that would generate steady weekly revenue.","Transport Operator is a genuinely cash-intensive occupation where large irregular receipts are normal (advance payments for contracts, seasonal demand spikes), the funds are substantially retained in the account (only 35% transferred out, suggesting working capital for fuel and maintenance), and activity has persisted across 26 weeks rather than appearing suddenly.","{
  ""aggravating"": ""The cash volume is 37 times declared monthly income—extreme even for a cash business—yet only 42% of weeks show any activity at all, creating a burst pattern inconsistent with continuous transport operations that would generate steady weekly revenue."",
  ""mitigating"": ""Transport Operator is a genuinely cash-intensive occupation where large irregular receipts are normal (advance payments for contracts, seasonal demand spikes), the funds are substantially retained in the account (only 35% transferred out, suggesting working capital for fuel and maintenance), and activity has persisted across 26 weeks rather than appearing suddenly."",
  ""probability_suspicious"": 0.48
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100154,2025-09-22,962943.13,0.52,"The cash volume is 38.52 times declared monthly income—an extreme mismatch that cannot be explained by normal business fluctuation. Even for a cash-intensive trade, receiving nearly 40 months' worth of declared income in a single week suggests either systematic income under-declaration or that the cash originates from an undisclosed source.","The customer is a Transport Operator, a genuinely cash-intensive business where large irregular receipts are common (freight payments, advance bookings, seasonal demand). The activity spans 26 weeks with moderate volatility (0.21), showing this is not a sudden burst but an established pattern. Most funds remain in the account (only 32% transferred out), consistent with working capital retention for fuel, maintenance, and driver wages rather than rapid layering typical of laundering.","{
  ""aggravating"": ""The cash volume is 38.52 times declared monthly income—an extreme mismatch that cannot be explained by normal business fluctuation. Even for a cash-intensive trade, receiving nearly 40 months' worth of declared income in a single week suggests either systematic income under-declaration or that the cash originates from an undisclosed source."",
  ""mitigating"": ""The customer is a Transport Operator, a genuinely cash-intensive business where large irregular receipts are common (freight payments, advance bookings, seasonal demand). The activity spans 26 weeks with moderate volatility (0.21), showing this is not a sudden burst but an established pattern. Most funds remain in the account (only 32% transferred out), consistent with working capital retention for fuel, maintenance, and driver wages rather than rapid layering typical of laundering."",
  ""probability_suspicious"": 0.52
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100154,2025-09-29,843971.78,0.52,"The cash volume is 33.76 times declared monthly income—an extreme mismatch that cannot be explained by normal business fluctuation. Even for a cash-intensive trade like transport operations, receiving nearly three years' worth of declared annual income in a single week suggests either systematic income under-declaration or that the account is being used as a conduit for third-party funds.","The customer is a Transport Operator in a genuinely cash-intensive sector, has been showing cash activity consistently over 26 weeks (42% of weeks), displays moderate volatility (0.2) suggesting some business rhythm rather than pure structuring bursts, retains 71% of deposited funds in the account (consistent with needing working capital for fuel, driver wages, and vehicle maintenance), and uses only one branch—all hallmarks of an operating business rather than a layering scheme.","{
  ""aggravating"": ""The cash volume is 33.76 times declared monthly income—an extreme mismatch that cannot be explained by normal business fluctuation. Even for a cash-intensive trade like transport operations, receiving nearly three years' worth of declared annual income in a single week suggests either systematic income under-declaration or that the account is being used as a conduit for third-party funds."",
  ""mitigating"": ""The customer is a Transport Operator in a genuinely cash-intensive sector, has been showing cash activity consistently over 26 weeks (42% of weeks), displays moderate volatility (0.2) suggesting some business rhythm rather than pure structuring bursts, retains 71% of deposited funds in the account (consistent with needing working capital for fuel, driver wages, and vehicle maintenance), and uses only one branch—all hallmarks of an operating business rather than a layering scheme."",
  ""probability_suspicious"": 0.52
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100154,2025-10-06,924474.33,0.52,"Cash volume is 37 times declared monthly income—even for a cash-intensive transport business, this extreme disproportion suggests either massive under-declaration or that the account is being used to layer unrelated funds, especially when combined with 83% of deposits sitting just below round numbers, a classic structuring signature.","Transport Operator is a genuinely cash-intensive trade where informal payments are common, the cash activity has been present for the full 26-week observation period (not a sudden burst), week-to-week volatility is low (0.2 indicates regularity, not erratic spikes), and 71% of deposited cash remains in the account rather than being immediately transferred out—consistent with working capital for fuel, driver wages, and vehicle maintenance.","{
  ""aggravating"": ""Cash volume is 37 times declared monthly income—even for a cash-intensive transport business, this extreme disproportion suggests either massive under-declaration or that the account is being used to layer unrelated funds, especially when combined with 83% of deposits sitting just below round numbers, a classic structuring signature."",
  ""mitigating"": ""Transport Operator is a genuinely cash-intensive trade where informal payments are common, the cash activity has been present for the full 26-week observation period (not a sudden burst), week-to-week volatility is low (0.2 indicates regularity, not erratic spikes), and 71% of deposited cash remains in the account rather than being immediately transferred out—consistent with working capital for fuel, driver wages, and vehicle maintenance."",
  ""probability_suspicious"": 0.52
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100155,2025-09-22,920105.39,0.42,"KYC is severely outdated at 1040 days (nearly 3 years overdue) combined with 5 prior alerts, suggesting either deliberate avoidance of updated due diligence or a pattern of repeatedly triggering suspicion thresholds without resolution.","The customer operates a petrol pump—one of India's most cash-intensive legitimate businesses—with steady weekly activity (53.8% of weeks), low volatility (0.22), and cash volume proportionate to declared income (this week = 0.69× monthly income). Most funds remain in the account (only 36% transferred out), consistent with needing working capital for supplier payments and operations.","{
  ""aggravating"": ""KYC is severely outdated at 1040 days (nearly 3 years overdue) combined with 5 prior alerts, suggesting either deliberate avoidance of updated due diligence or a pattern of repeatedly triggering suspicion thresholds without resolution."",
  ""mitigating"": ""The customer operates a petrol pump—one of India's most cash-intensive legitimate businesses—with steady weekly activity (53.8% of weeks), low volatility (0.22), and cash volume proportionate to declared income (this week = 0.69× monthly income). Most funds remain in the account (only 36% transferred out), consistent with needing working capital for supplier payments and operations."",
  ""probability_suspicious"": 0.42
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100155,2025-10-20,893145.06,0.42,"This week's cash volume (INR 893,145) equals 0.67 times the declared MONTHLY income for a petrol pump operator—meaning a single week of deposits represents two-thirds of an entire month's expected revenue. This severe compression of expected monthly cash flow into seven days, combined with 6 prior alerts, suggests either systematic under-declaration of income or artificial bursting of deposits inconsistent with steady fuel retail operations.","Petrol pump operation is an inherently high-volume cash business with legitimate reasons for large deposits. The activity shows reasonable continuity (present in 58% of weeks over 26 weeks), low volatility (0.23), and most funds remain in the account (only 36% transferred out). The pattern resembles a real business that deposits weekly collections rather than structuring behavior, where we would expect amounts clustered just below thresholds (only 14% here) and rapid full withdrawal.","{
  ""aggravating"": ""This week's cash volume (INR 893,145) equals 0.67 times the declared MONTHLY income for a petrol pump operator—meaning a single week of deposits represents two-thirds of an entire month's expected revenue. This severe compression of expected monthly cash flow into seven days, combined with 6 prior alerts, suggests either systematic under-declaration of income or artificial bursting of deposits inconsistent with steady fuel retail operations."",
  ""mitigating"": ""Petrol pump operation is an inherently high-volume cash business with legitimate reasons for large deposits. The activity shows reasonable continuity (present in 58% of weeks over 26 weeks), low volatility (0.23), and most funds remain in the account (only 36% transferred out). The pattern resembles a real business that deposits weekly collections rather than structuring behavior, where we would expect amounts clustered just below thresholds (only 14% here) and rapid full withdrawal."",
  ""probability_suspicious"": 0.42
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100155,2025-11-10,847668.25,0.52,This week's cash volume equals 0.64 times the declared MONTHLY income—a petrol pump depositing nearly two-thirds of an entire month's revenue in just seven days is a severe proportionality mismatch that suggests either systematic under-declaration or layering of illicit funds through a cash business front.,"The customer is a Petrol Pump Operator, one of India's most cash-intensive legitimate trades; the deposits have occurred steadily across 57.7% of weeks over six months with low volatility (0.24), funds are substantially retained in the account (only 34% transferred out), and the pattern shows operational consistency typical of genuine retail fuel business with natural weekly fluctuations.","{
  ""aggravating"": ""This week's cash volume equals 0.64 times the declared MONTHLY income—a petrol pump depositing nearly two-thirds of an entire month's revenue in just seven days is a severe proportionality mismatch that suggests either systematic under-declaration or layering of illicit funds through a cash business front."",
  ""mitigating"": ""The customer is a Petrol Pump Operator, one of India's most cash-intensive legitimate trades; the deposits have occurred steadily across 57.7% of weeks over six months with low volatility (0.24), funds are substantially retained in the account (only 34% transferred out), and the pattern shows operational consistency typical of genuine retail fuel business with natural weekly fluctuations."",
  ""probability_suspicious"": 0.52
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100155,2025-11-24,817485.22,0.35,"Six prior alerts on this customer is the strongest red flag. Repeated alerts suggest either a pattern of suspicious behavior that has persisted without adequate explanation, or that the customer is operating at the margins of acceptable activity. Combined with KYC being 3+ years stale (1103 days), this indicates deteriorating visibility into the customer's actual business operations.","The customer is a Petrol Pump Operator—one of India's most cash-intensive legitimate businesses—and the pattern strongly supports genuine trade. Cash activity appears in 61.5% of weeks over six months (consistent regular operation, not bursts), volatility is low at 0.22 (stable week-to-week volumes, not erratic structuring), only 33% is transferred out (funds retained for working capital/supplier payments), and weekly cash of INR 817k is proportionate to declared monthly income of INR 1.33M. This is exactly what legitimate petrol pump cash flow looks like.","{
  ""aggravating"": ""Six prior alerts on this customer is the strongest red flag. Repeated alerts suggest either a pattern of suspicious behavior that has persisted without adequate explanation, or that the customer is operating at the margins of acceptable activity. Combined with KYC being 3+ years stale (1103 days), this indicates deteriorating visibility into the customer's actual business operations."",
  ""mitigating"": ""The customer is a Petrol Pump Operator—one of India's most cash-intensive legitimate businesses—and the pattern strongly supports genuine trade. Cash activity appears in 61.5% of weeks over six months (consistent regular operation, not bursts), volatility is low at 0.22 (stable week-to-week volumes, not erratic structuring), only 33% is transferred out (funds retained for working capital/supplier payments), and weekly cash of INR 817k is proportionate to declared monthly income of INR 1.33M. This is exactly what legitimate petrol pump cash flow looks like."",
  ""probability_suspicious"": 0.35
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100155,2025-12-08,933167.92,0.42,"This week's cash volume equals 0.70 times the declared MONTHLY income—a petrol pump depositing in one week what it claims to earn in nearly a month. Combined with 6 prior alerts and severely outdated KYC (over 3 years old), this suggests either the income declaration is false or the cash has another source.","The customer operates a petrol pump, one of India's most cash-intensive legitimate businesses. The pattern shows moderate consistency (57.7% of weeks active, low volatility of 0.22), funds are substantially retained (only 37% transferred out), and the 25-week history suggests an established operation rather than a short-term structuring scheme.","{
  ""aggravating"": ""This week's cash volume equals 0.70 times the declared MONTHLY income—a petrol pump depositing in one week what it claims to earn in nearly a month. Combined with 6 prior alerts and severely outdated KYC (over 3 years old), this suggests either the income declaration is false or the cash has another source."",
  ""mitigating"": ""The customer operates a petrol pump, one of India's most cash-intensive legitimate businesses. The pattern shows moderate consistency (57.7% of weeks active, low volatility of 0.22), funds are substantially retained (only 37% transferred out), and the 25-week history suggests an established operation rather than a short-term structuring scheme."",
  ""probability_suspicious"": 0.42
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100155,2025-12-22,855603.53,0.52,This week's cash volume equals 0.64 times the declared MONTHLY income—a petrol pump depositing nearly two-thirds of an entire month's revenue in just seven days is a severe proportionality mismatch that suggests either systematic under-declaration or layering of illicit funds through a cash business front.,"The customer is a Petrol Pump Operator, one of India's most cash-intensive legitimate trades; cash activity has appeared consistently over 26 weeks (57.7% of weeks) with low volatility (0.22), funds are substantially retained (only 35% transferred out), and the pattern shows steady business rhythm rather than burst-and-exit structuring behavior.","{
  ""aggravating"": ""This week's cash volume equals 0.64 times the declared MONTHLY income—a petrol pump depositing nearly two-thirds of an entire month's revenue in just seven days is a severe proportionality mismatch that suggests either systematic under-declaration or layering of illicit funds through a cash business front."",
  ""mitigating"": ""The customer is a Petrol Pump Operator, one of India's most cash-intensive legitimate trades; cash activity has appeared consistently over 26 weeks (57.7% of weeks) with low volatility (0.22), funds are substantially retained (only 35% transferred out), and the pattern shows steady business rhythm rather than burst-and-exit structuring behavior."",
  ""probability_suspicious"": 0.52
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100155,2025-12-29,943994.14,0.42,"Prior alerts on this customer: 6 previous alerts is the strongest red flag, suggesting a pattern of suspicious behavior that has triggered multiple reviews, which significantly elevates concern that this may be a customer deliberately exploiting the system.","Occupation as Petrol Pump Operator with steady, moderate volatility (0.2) over 26 weeks: this is a genuinely cash-intensive business where weekly deposits of ~INR 940K against monthly declared income of ~INR 1.33M show reasonable proportionality, and the consistent pattern over half a year with natural variation matches legitimate trade behavior.","{
  ""aggravating"": ""Prior alerts on this customer: 6 previous alerts is the strongest red flag, suggesting a pattern of suspicious behavior that has triggered multiple reviews, which significantly elevates concern that this may be a customer deliberately exploiting the system."",
  ""mitigating"": ""Occupation as Petrol Pump Operator with steady, moderate volatility (0.2) over 26 weeks: this is a genuinely cash-intensive business where weekly deposits of ~INR 940K against monthly declared income of ~INR 1.33M show reasonable proportionality, and the consistent pattern over half a year with natural variation matches legitimate trade behavior."",
  ""probability_suspicious"": 0.42
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100155,2026-01-05,813698.36,0.42,"KYC is severely outdated at 1145 days (over 3 years) combined with 6 prior alerts on this customer, suggesting a pattern of suspicious behavior that has never been adequately resolved or explained.","The customer operates a petrol pump—one of India's most cash-intensive legitimate businesses—and the activity shows steady operational patterns: cash appears in 58% of weeks with low volatility (0.2), funds are largely retained in the account (only 33% transferred out), and weekly cash volume is proportionate to declared monthly income for this trade.","{
  ""aggravating"": ""KYC is severely outdated at 1145 days (over 3 years) combined with 6 prior alerts on this customer, suggesting a pattern of suspicious behavior that has never been adequately resolved or explained."",
  ""mitigating"": ""The customer operates a petrol pump—one of India's most cash-intensive legitimate businesses—and the activity shows steady operational patterns: cash appears in 58% of weeks with low volatility (0.2), funds are largely retained in the account (only 33% transferred out), and weekly cash volume is proportionate to declared monthly income for this trade."",
  ""probability_suspicious"": 0.42
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100155,2026-01-19,946487.77,0.52,"This week's cash volume (INR 946,488) equals 0.71 times the declared MONTHLY income for a petrol pump operator—an extraordinarily high ratio that suggests either systematic under-declaration of income or that these deposits originate from sources unrelated to the stated business.","The customer operates a petrol pump, one of India's most cash-intensive legitimate businesses, and the pattern shows moderate consistency (61.5% of weeks active, low volatility of 0.16) with funds largely retained in the account (only 34% transferred out), matching the profile of a business that needs working capital for supplier payments and operational expenses.","{
  ""aggravating"": ""This week's cash volume (INR 946,488) equals 0.71 times the declared MONTHLY income for a petrol pump operator—an extraordinarily high ratio that suggests either systematic under-declaration of income or that these deposits originate from sources unrelated to the stated business."",
  ""mitigating"": ""The customer operates a petrol pump, one of India's most cash-intensive legitimate businesses, and the pattern shows moderate consistency (61.5% of weeks active, low volatility of 0.16) with funds largely retained in the account (only 34% transferred out), matching the profile of a business that needs working capital for supplier payments and operational expenses."",
  ""probability_suspicious"": 0.52
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
CU-100155,2026-02-09,892394.18,0.42,"80% of deposits sit just below round numbers, a classic structuring signature where launderers deliberately avoid reporting thresholds or psychologically salient amounts","Petrol Pump Operator is an inherently cash-intensive business with legitimate reason for large, regular cash deposits; the 73% activity frequency over 26 weeks and low volatility (0.16) show steady business rhythm rather than sporadic bursts typical of structuring","{
  ""aggravating"": ""80% of deposits sit just below round numbers, a classic structuring signature where launderers deliberately avoid reporting thresholds or psychologically salient amounts"",
  ""mitigating"": ""Petrol Pump Operator is an inherently cash-intensive business with legitimate reason for large, regular cash deposits; the 73% activity frequency over 26 weeks and low volatility (0.16) show steady business rhythm rather than sporadic bursts typical of structuring"",
  ""probability_suspicious"": 0.42
}",claude-sonnet-4-5,2026-09-16 11:12:09.364
